Full Date,Full Date Timestamp,Month,Day,Year,Transaction,Description,Account Name,Category
"Saturday, January 31, 2009",2009-02-01T00:00,1,31,2009,47.56,SHOP.AUTISMSPEAKS.ORG,Credit Card,Charity
"Saturday, January 31, 2009",2009-02-01T00:00,1,31,2009,56.26,Aldos Italian Rest,Bill Pay,Restaurants
"Saturday, January 31, 2009",2009-02-01T00:00,1,31,2009,58.98,Bds Mongolian Gril,Spending,Restaurants
"Saturday, January 31, 2009",2009-02-01T00:00,1,31,2009,20.66,IHOP,Credit Card,Restaurants
"Saturday, January 31, 2009",2009-02-01T00:00,1,31,2009,30,HERTZ RENT-A-CAR,Credit Card,Transportation
"Sunday, February 01, 2009",2009-02-02T00:00,2,1,2009,8.06,Nyc Taxi Y,Bill Pay,Transportation
"Sunday, February 01, 2009",2009-02-02T00:00,2,1,2009,42.33,KROGER,Credit Card,Groceries
"Sunday, February 01, 2009",2009-02-02T00:00,2,1,2009,70.14,Wal-Mart,Spending,Shopping
"Sunday, February 01, 2009",2009-02-02T00:00,2,1,2009,19.03,PAPA JOHN'S,Credit Card,Fast Food
"Sunday, February 01, 2009",2009-02-02T00:00,2,1,2009,1425,The Loft Apartments,Savings,Mortgage & Rent
"Monday, February 02, 2009",2009-02-03T00:00,2,2,2009,10.34,CACTUS CAFE BR3,Credit Card,Restaurants
"Monday, February 02, 2009",2009-02-03T00:00,2,2,2009,10.2,Chipotle,Credit Card,Restaurants
"Monday, February 02, 2009",2009-02-03T00:00,2,2,2009,10.68,CACTUS CAFE BR3,Credit Card,Restaurants
"Monday, February 02, 2009",2009-02-03T00:00,2,2,2009,10.74,MCDONALD'S,Credit Card,Fast Food
"Monday, February 02, 2009",2009-02-03T00:00,2,2,2009,11.46,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, February 03, 2009",2009-02-04T00:00,2,3,2009,26.5,Aldos Italian Rest,Bill Pay,Restaurants
"Tuesday, February 03, 2009",2009-02-04T00:00,2,3,2009,13.54,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, February 03, 2009",2009-02-04T00:00,2,3,2009,8.3,Cosmic Deli Corp,Spending,Restaurants
"Tuesday, February 03, 2009",2009-02-04T00:00,2,3,2009,32.5,UBER,Credit Card,Transportation
"Tuesday, February 03, 2009",2009-02-04T00:00,2,3,2009,121.58,BILL PAY COMCAST XFINITY DOUBLE PLAY ON-LINE xxxxxxxxx12345 ON 02-03,Bill Pay,Television & Internet
"Wednesday, February 04, 2009",2009-02-05T00:00,2,4,2009,9.63,Cosmic Deli Corp,Spending,Restaurants
"Wednesday, February 04, 2009",2009-02-05T00:00,2,4,2009,7,McDonald's,Bill Pay,Fast Food
"Wednesday, February 04, 2009",2009-02-05T00:00,2,4,2009,36.95,BAY STREET GARAGE,Credit Card,Transportation
"Wednesday, February 04, 2009",2009-02-05T00:00,2,4,2009,12.65,Subway,Spending,Fast Food
"Wednesday, February 04, 2009",2009-02-05T00:00,2,4,2009,47.26,MAD OAK,Credit Card,Entertainment
"Thursday, February 05, 2009",2009-02-06T00:00,2,5,2009,55.26,KROGER,Credit Card,Groceries
"Thursday, February 05, 2009",2009-02-06T00:00,2,5,2009,53.64,Flip Flops,Cash,Entertainment
"Thursday, February 05, 2009",2009-02-06T00:00,2,5,2009,557.56,HALLOWEEN HQ,Credit Card,Clothing
"Thursday, February 05, 2009",2009-02-06T00:00,2,5,2009,72.5,Target,Credit Card,Shopping
"Thursday, February 05, 2009",2009-02-06T00:00,2,5,2009,9.82,CACTUS CAFE BR3,Credit Card,Restaurants
"Friday, February 06, 2009",2009-02-07T00:00,2,6,2009,10.89,MILIKI RESTAURANT,Credit Card,Restaurants
"Friday, February 06, 2009",2009-02-07T00:00,2,6,2009,11.08,SQ *DANVILLE OLD TOWNE BA,Credit Card,Fast Food
"Friday, February 06, 2009",2009-02-07T00:00,2,6,2009,174.39,Amazon.com AMZN.COM,Credit Card,Christmas Gifts
"Friday, February 06, 2009",2009-02-07T00:00,2,6,2009,48,TARGET,Credit Card,Shopping
"Friday, February 06, 2009",2009-02-07T00:00,2,6,2009,12.86,Great American Coo,Spending,Fast Food
"Saturday, February 07, 2009",2009-02-08T00:00,2,7,2009,163.56,Target,Credit Card,Shopping
"Saturday, February 07, 2009",2009-02-08T00:00,2,7,2009,37.34,Food Lion,Spending,Groceries
"Saturday, February 07, 2009",2009-02-08T00:00,2,7,2009,12.64,Chipotle,Spending,Fast Food
"Saturday, February 07, 2009",2009-02-08T00:00,2,7,2009,10.05,CACTUS CAFE BR3,Credit Card,Restaurants
"Saturday, February 07, 2009",2009-02-08T00:00,2,7,2009,31.32,SUNOCO 98765432,Checking,Gas & Fuel
"Sunday, February 08, 2009",2009-02-09T00:00,2,8,2009,10.3,CACTUS CAFE BR3,Credit Card,Restaurants
"Sunday, February 08, 2009",2009-02-09T00:00,2,8,2009,537.85,Hudson News,Credit Card,Clothing
"Sunday, February 08, 2009",2009-02-09T00:00,2,8,2009,8.46,CHIPOTLE,Credit Card,Fast Food
"Sunday, February 08, 2009",2009-02-09T00:00,2,8,2009,8.34,McDonald's,Spending,Fast Food
"Sunday, February 08, 2009",2009-02-09T00:00,2,8,2009,41.07,SFO LOT D,Credit Card,Transportation
"Monday, February 09, 2009",2009-02-10T00:00,2,9,2009,9.58,Phoenix Dragon Mcc,Spending,Fast Food
"Monday, February 09, 2009",2009-02-10T00:00,2,9,2009,23.45,SFO LOT D,Credit Card,Transportation
"Monday, February 09, 2009",2009-02-10T00:00,2,9,2009,9.03,Kyoto Japanese Cui,Spending,Restaurants
"Monday, February 09, 2009",2009-02-10T00:00,2,9,2009,10.41,OUTBACK,Credit Card,Restaurants
"Monday, February 09, 2009",2009-02-10T00:00,2,9,2009,50.12,Buffalo Wild Wings,Spending,Restaurants
"Tuesday, February 10, 2009",2009-02-11T00:00,2,10,2009,10.11,Subway,Credit Card,Fast Food
"Tuesday, February 10, 2009",2009-02-11T00:00,2,10,2009,278.42,Champs Sports,Spending,Christmas Gifts
"Tuesday, February 10, 2009",2009-02-11T00:00,2,10,2009,12.46,Subway,Credit Card,Fast Food
"Tuesday, February 10, 2009",2009-02-11T00:00,2,10,2009,12.25,OFA ISLAND BBQ,Credit Card,Restaurants
"Tuesday, February 10, 2009",2009-02-11T00:00,2,10,2009,9.66,PP*MARUSKITCHE,Credit Card,Fast Food
"Wednesday, February 11, 2009",2009-02-12T00:00,2,11,2009,49.64,Kroger,Spending,Groceries
"Wednesday, February 11, 2009",2009-02-12T00:00,2,11,2009,24.58,Ampco Transportation,Spending,Transportation
"Wednesday, February 11, 2009",2009-02-12T00:00,2,11,2009,194.29,LEVIS OUTLET,Credit Card,Clothing
"Wednesday, February 11, 2009",2009-02-12T00:00,2,11,2009,92.76,POS PURCHASE - JUNGLE JIM S,Spending,Groceries
"Wednesday, February 11, 2009",2009-02-12T00:00,2,11,2009,12.25,Chipotle,Credit Card,Fast Food
"Thursday, February 12, 2009",2009-02-13T00:00,2,12,2009,158.25,Target,Spending,Shopping
"Thursday, February 12, 2009",2009-02-13T00:00,2,12,2009,21.07,TGI FRIDAY'S,Credit Card,Restaurants
"Thursday, February 12, 2009",2009-02-13T00:00,2,12,2009,492.64,RENT THE RUNWAY,Credit Card,Clothing
"Thursday, February 12, 2009",2009-02-13T00:00,2,12,2009,37.68,HERTZ RENT-A-CAR,Credit Card,Transportation
"Thursday, February 12, 2009",2009-02-13T00:00,2,12,2009,60.93,BILL PAY DOMINION PWR ON-LINE xxxxxxxx22222 ON 02-12,Bill Pay,Electricity
"Friday, February 13, 2009",2009-02-14T00:00,2,13,2009,47.88,Church,Spending,Charity
"Friday, February 13, 2009",2009-02-14T00:00,2,13,2009,9.1,Safeway,CREDIT CARD,Groceries
"Friday, February 13, 2009",2009-02-14T00:00,2,13,2009,47.27,PAYPAL INST XFER,Credit Card,Entertainment
"Friday, February 13, 2009",2009-02-14T00:00,2,13,2009,9.29,Subway,Spending,Fast Food
"Friday, February 13, 2009",2009-02-14T00:00,2,13,2009,228.13,Wal-Mart,Spending,Shopping
"Saturday, February 14, 2009",2009-02-15T00:00,2,14,2009,11.87,GEORGIA TECH FOUNDATION,Credit Card,Charity
"Saturday, February 14, 2009",2009-02-15T00:00,2,14,2009,39.23,Transportation GARAGE,Credit Card,Transportation
"Saturday, February 14, 2009",2009-02-15T00:00,2,14,2009,11.48,PAYPAL INST XFER,Spending,Restaurants
"Saturday, February 14, 2009",2009-02-15T00:00,2,14,2009,19.91,STANDARD Transportation,Credit Card,Transportation
"Saturday, February 14, 2009",2009-02-15T00:00,2,14,2009,13.8,Subway,Credit Card,Fast Food
"Sunday, February 15, 2009",2009-02-16T00:00,2,15,2009,13.11,IHOP,Credit Card,Restaurants
"Sunday, February 15, 2009",2009-02-16T00:00,2,15,2009,19.3,Hudson Grille Midt,Spending,Restaurants
"Sunday, February 15, 2009",2009-02-16T00:00,2,15,2009,10.17,SQ *UNITED BITES TRUCK,Credit Card,Fast Food
"Sunday, February 15, 2009",2009-02-16T00:00,2,15,2009,47.19,PAYPAL INST XFER,Credit Card,Charity
"Sunday, February 15, 2009",2009-02-16T00:00,2,15,2009,30.69,SUNOCO 98765432,Checking,Gas & Fuel
"Monday, February 16, 2009",2009-02-17T00:00,2,16,2009,10,MCDONALD'S,Credit Card,Fast Food
"Monday, February 16, 2009",2009-02-17T00:00,2,16,2009,16.93,Papa John's,Bill Pay,Fast Food
"Monday, February 16, 2009",2009-02-17T00:00,2,16,2009,91.85,Wal-Mart,Spending,Shopping
"Monday, February 16, 2009",2009-02-17T00:00,2,16,2009,11.02,Cosmic Deli Corp,Spending,Restaurants
"Monday, February 16, 2009",2009-02-17T00:00,2,16,2009,113.04,Target,Spending,Shopping
"Tuesday, February 17, 2009",2009-02-18T00:00,2,17,2009,3.54,Checkers,Bill Pay,Fast Food
"Tuesday, February 17, 2009",2009-02-18T00:00,2,17,2009,25.7,SQ *PHILLY CHEESESTEAK,Credit Card,Restaurants
"Tuesday, February 17, 2009",2009-02-18T00:00,2,17,2009,284.61,Amazon.com,Credit Card,Shopping
"Tuesday, February 17, 2009",2009-02-18T00:00,2,17,2009,8.39,CHIPOTLE,Credit Card,Fast Food
"Tuesday, February 17, 2009",2009-02-18T00:00,2,17,2009,11.33,SQ *UNITED BITES TR,Credit Card,Fast Food
"Wednesday, February 18, 2009",2009-02-19T00:00,2,18,2009,13.49,PAPA JOHN'S,Credit Card,Fast Food
"Wednesday, February 18, 2009",2009-02-19T00:00,2,18,2009,10.59,City Barbeque,Spending,Restaurants
"Wednesday, February 18, 2009",2009-02-19T00:00,2,18,2009,61.33,Eventbrite,Credit Card,Entertainment
"Wednesday, February 18, 2009",2009-02-19T00:00,2,18,2009,90.23,Safeway,CREDIT CARD,Groceries
"Wednesday, February 18, 2009",2009-02-19T00:00,2,18,2009,51.36,Kroger,Spending,Groceries
"Thursday, February 19, 2009",2009-02-20T00:00,2,19,2009,11.25,TONLI DUMPLING HOUSE,Credit Card,Fast Food
"Thursday, February 19, 2009",2009-02-20T00:00,2,19,2009,93.6,Fedexoffice Mcc,Spending,Uncategorized
"Thursday, February 19, 2009",2009-02-20T00:00,2,19,2009,67.09,MAD OAK,Credit Card,Entertainment
"Thursday, February 19, 2009",2009-02-20T00:00,2,19,2009,38.03,Food Lion,Spending,Groceries
"Thursday, February 19, 2009",2009-02-20T00:00,2,19,2009,8.2,Jr Crickets Mcc,Spending,Restaurants
"Friday, February 20, 2009",2009-02-21T00:00,2,20,2009,4.98,7-ELEVEN,Credit Card,Fast Food
"Friday, February 20, 2009",2009-02-21T00:00,2,20,2009,54.63,PAYPAL INST XFER,Credit Card,Entertainment
"Friday, February 20, 2009",2009-02-21T00:00,2,20,2009,8.63,Pizzeria Due Mcc,Spending,Restaurants
"Friday, February 20, 2009",2009-02-21T00:00,2,20,2009,43.95,UBER,Credit Card,Transportation
"Friday, February 20, 2009",2009-02-21T00:00,2,20,2009,475,NAVI ED SERV PP STUDNTLOAN 123456 0000 JONES,Bill Pay,Student Loan
"Saturday, February 21, 2009",2009-02-22T00:00,2,21,2009,44.99,STANDARD Transportation,Credit Card,Transportation
"Saturday, February 21, 2009",2009-02-22T00:00,2,21,2009,24.8,Papa John's,Bill Pay,Fast Food
"Saturday, February 21, 2009",2009-02-22T00:00,2,21,2009,12.82,Mother Natures Cup,Spending,Fast Food
"Saturday, February 21, 2009",2009-02-22T00:00,2,21,2009,28.64,CINCINNATI AIRPORT,Credit Card,Transportation
"Saturday, February 21, 2009",2009-02-22T00:00,2,21,2009,24.76,PAPA JOHN'S,Credit Card,Fast Food
"Sunday, February 22, 2009",2009-02-23T00:00,2,22,2009,22.85,STRIP,Credit Card,Restaurants
"Sunday, February 22, 2009",2009-02-23T00:00,2,22,2009,26.89,Taco Mac Mcc,Spending,Restaurants
"Sunday, February 22, 2009",2009-02-23T00:00,2,22,2009,26.69,REMEZO,Credit Card,Restaurants
"Sunday, February 22, 2009",2009-02-23T00:00,2,22,2009,10.86,Subway,Credit Card,Fast Food
"Sunday, February 22, 2009",2009-02-23T00:00,2,22,2009,26.14,Sbarro,Spending,Restaurants
"Monday, February 23, 2009",2009-02-24T00:00,2,23,2009,13.45,Snack Soda Vending,Spending,Fast Food
"Monday, February 23, 2009",2009-02-24T00:00,2,23,2009,49.69,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Monday, February 23, 2009",2009-02-24T00:00,2,23,2009,11.45,FIFO HAAS CAFE,Credit Card,Restaurants
"Monday, February 23, 2009",2009-02-24T00:00,2,23,2009,6.23,Chick-Fil-A,Bill Pay,Fast Food
"Monday, February 23, 2009",2009-02-24T00:00,2,23,2009,10.58,McDonald's,Spending,Fast Food
"Tuesday, February 24, 2009",2009-02-25T00:00,2,24,2009,12.52,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Tuesday, February 24, 2009",2009-02-25T00:00,2,24,2009,12.95,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, February 24, 2009",2009-02-25T00:00,2,24,2009,63.06,KROGER,Credit Card,Groceries
"Tuesday, February 24, 2009",2009-02-25T00:00,2,24,2009,13.03,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, February 24, 2009",2009-02-25T00:00,2,24,2009,15.12,IHOP,Credit Card,Restaurants
"Wednesday, February 25, 2009",2009-02-26T00:00,2,25,2009,10.27,Chipotle,Credit Card,Restaurants
"Wednesday, February 25, 2009",2009-02-26T00:00,2,25,2009,12.42,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, February 25, 2009",2009-02-26T00:00,2,25,2009,21.79,SQ *YUMMI BBQ,Credit Card,Restaurants
"Wednesday, February 25, 2009",2009-02-26T00:00,2,25,2009,177.78,Express,Spending,Clothing
"Wednesday, February 25, 2009",2009-02-26T00:00,2,25,2009,261.22,ROSS STORE,Credit Card,Clothing
"Thursday, February 26, 2009",2009-02-27T00:00,2,26,2009,13.6,WENDYS,Credit Card,Fast Food
"Thursday, February 26, 2009",2009-02-27T00:00,2,26,2009,27.22,SQ *PHILLY CHEESESTEAK,Credit Card,Restaurants
"Thursday, February 26, 2009",2009-02-27T00:00,2,26,2009,13.52,Chipotle,Spending,Fast Food
"Thursday, February 26, 2009",2009-02-27T00:00,2,26,2009,39.59,Uber Technologies Inc,Credit Card,Transportation
"Thursday, February 26, 2009",2009-02-27T00:00,2,26,2009,56.42,TRADER JOE'S,CREDIT CARD,Groceries
"Friday, February 27, 2009",2009-02-28T00:00,2,27,2009,9.57,CHIPOTLE,Credit Card,Restaurants
"Friday, February 27, 2009",2009-02-28T00:00,2,27,2009,20.51,Hudson Grille Midt,Spending,Restaurants
"Friday, February 27, 2009",2009-02-28T00:00,2,27,2009,28.92,PAPA JOHN'S,Credit Card,Fast Food
"Friday, February 27, 2009",2009-02-28T00:00,2,27,2009,71.62,Safeway,CREDIT CARD,Groceries
"Friday, February 27, 2009",2009-02-28T00:00,2,27,2009,48.78,MAD OAK,Credit Card,Entertainment
"Saturday, February 28, 2009",2009-03-01T00:00,2,28,2009,66.68,PRICKLY PEAR TAQUE,Credit Card,Entertainment
"Saturday, February 28, 2009",2009-03-01T00:00,2,28,2009,262.4,Wal-Mart,Spending,Shopping
"Saturday, February 28, 2009",2009-03-01T00:00,2,28,2009,9.21,Safeway,CREDIT CARD,Groceries
"Saturday, February 28, 2009",2009-03-01T00:00,2,28,2009,85.88,Wal-Mart,Spending,Shopping
"Saturday, February 28, 2009",2009-03-01T00:00,2,28,2009,27.05,SUNOCO 98765432,Checking,Gas & Fuel
"Sunday, March 01, 2009",2009-03-02T00:00,3,1,2009,53.94,FINE DESIGNS,Credit Card,Uncategorized
"Sunday, March 01, 2009",2009-03-02T00:00,3,1,2009,107.19,Safeway,CREDIT CARD,Groceries
"Sunday, March 01, 2009",2009-03-02T00:00,3,1,2009,19.4,GLENNS KITCHEN,Credit Card,Restaurants
"Sunday, March 01, 2009",2009-03-02T00:00,3,1,2009,19.49,Iron Chef Grill,Spending,Restaurants
"Sunday, March 01, 2009",2009-03-02T00:00,3,1,2009,1425,The Loft Apartments,Savings,Mortgage & Rent
"Monday, March 02, 2009",2009-03-03T00:00,3,2,2009,14.12,Zaxby's,Spending,Restaurants
"Monday, March 02, 2009",2009-03-03T00:00,3,2,2009,26.92,PAPA JOHN'S,Credit Card,Fast Food
"Monday, March 02, 2009",2009-03-03T00:00,3,2,2009,9.25,Izzy's,Spending,Restaurants
"Monday, March 02, 2009",2009-03-03T00:00,3,2,2009,27.29,PAPA JOHN'S,Credit Card,Fast Food
"Monday, March 02, 2009",2009-03-03T00:00,3,2,2009,11.76,SQ *BIG CITY COUNTR,Credit Card,Fast Food
"Tuesday, March 03, 2009",2009-03-04T00:00,3,3,2009,83.21,Safeway,CREDIT CARD,Groceries
"Tuesday, March 03, 2009",2009-03-04T00:00,3,3,2009,21.89,AMPCO Transportation,Credit Card,Transportation
"Tuesday, March 03, 2009",2009-03-04T00:00,3,3,2009,14.48,OAKLAND PARK METER IPS,Credit Card,Transportation
"Tuesday, March 03, 2009",2009-03-04T00:00,3,3,2009,204.7,Amazon.com,Credit Card,Shopping
"Tuesday, March 03, 2009",2009-03-04T00:00,3,3,2009,121.58,BILL PAY COMCAST XFINITY DOUBLE PLAY ON-LINE xxxxxxxxx12345 ON 03-03,Bill Pay,Television & Internet
"Wednesday, March 04, 2009",2009-03-05T00:00,3,4,2009,49.93,Caribbean Fiesta Mcc,Spending,Restaurants
"Wednesday, March 04, 2009",2009-03-05T00:00,3,4,2009,56.58,Safeway,Credit Card,Groceries
"Wednesday, March 04, 2009",2009-03-05T00:00,3,4,2009,83.04,Fedexoffice Mcc,Spending,Uncategorized
"Wednesday, March 04, 2009",2009-03-05T00:00,3,4,2009,17.68,UBER TECHNOLOGIES INC,Credit Card,Transportation
"Wednesday, March 04, 2009",2009-03-05T00:00,3,4,2009,164.67,AMAZON MKTPLACE PMTS,Credit Card,Shopping
"Thursday, March 05, 2009",2009-03-06T00:00,3,5,2009,21.13,SQ *YUMMI BBQ,Credit Card,Restaurants
"Thursday, March 05, 2009",2009-03-06T00:00,3,5,2009,13.25,Rocky Mtn Pizza,Spending,Fast Food
"Thursday, March 05, 2009",2009-03-06T00:00,3,5,2009,251.48,Wal-Mart,Spending,Shopping
"Thursday, March 05, 2009",2009-03-06T00:00,3,5,2009,42,Kroger,Spending,Groceries
"Thursday, March 05, 2009",2009-03-06T00:00,3,5,2009,40.42,PAYPAL INST XFER,Credit Card,Charity
"Friday, March 06, 2009",2009-03-07T00:00,3,6,2009,11.48,Subway,Credit Card,Fast Food
"Friday, March 06, 2009",2009-03-07T00:00,3,6,2009,21.43,KROGER,Credit Card,Groceries
"Friday, March 06, 2009",2009-03-07T00:00,3,6,2009,39.46,Safeway,CREDIT CARD,Groceries
"Friday, March 06, 2009",2009-03-07T00:00,3,6,2009,12.85,TONLI DUMPLING HOUSE,Credit Card,Fast Food
"Friday, March 06, 2009",2009-03-07T00:00,3,6,2009,29,SUNOCO 98765432,Checking,Gas & Fuel
"Saturday, March 07, 2009",2009-03-08T00:00,3,7,2009,256.79,Target,Credit Card,Shopping
"Saturday, March 07, 2009",2009-03-08T00:00,3,7,2009,11.27,Safeway,CREDIT CARD,Groceries
"Saturday, March 07, 2009",2009-03-08T00:00,3,7,2009,126.04,PAYPAL INST XFER,Spending,Shopping
"Saturday, March 07, 2009",2009-03-08T00:00,3,7,2009,13.2,Chipotle,Credit Card,Fast Food
"Saturday, March 07, 2009",2009-03-08T00:00,3,7,2009,8.35,Five Guys,Spending,Fast Food
"Sunday, March 08, 2009",2009-03-09T00:00,3,8,2009,25.09,RUDY'S CAN'T FAIL CAFE,Credit Card,Restaurants
"Sunday, March 08, 2009",2009-03-09T00:00,3,8,2009,66.91,THE GO SPORTS BAR & GR,Credit Card,Entertainment
"Sunday, March 08, 2009",2009-03-09T00:00,3,8,2009,13.74,CHIPOTLE,Credit Card,Restaurants
"Sunday, March 08, 2009",2009-03-09T00:00,3,8,2009,286.24,PAYPAL INST XFER,Spending,Clothing
"Sunday, March 08, 2009",2009-03-09T00:00,3,8,2009,8.49,Chipotle,Spending,Fast Food
"Monday, March 09, 2009",2009-03-10T00:00,3,9,2009,21.31,SBC RESTAURANT STAMFORD,Credit Card,Restaurants
"Monday, March 09, 2009",2009-03-10T00:00,3,9,2009,8.64,Izzy's,Spending,Restaurants
"Monday, March 09, 2009",2009-03-10T00:00,3,9,2009,13.69,CHIPOTLE,Credit Card,Restaurants
"Monday, March 09, 2009",2009-03-10T00:00,3,9,2009,53.93,The Lake Chalet Seafood B,Credit Card,Restaurants
"Monday, March 09, 2009",2009-03-10T00:00,3,9,2009,13.19,GRAND ORIENTAL,Credit Card,Restaurants
"Tuesday, March 10, 2009",2009-03-11T00:00,3,10,2009,10.66,DIGGERS DINER,Credit Card,Restaurants
"Tuesday, March 10, 2009",2009-03-11T00:00,3,10,2009,61.39,JOSHUA TREE,Credit Card,Entertainment
"Tuesday, March 10, 2009",2009-03-11T00:00,3,10,2009,16.62,Front Page News,Credit Card,Restaurants
"Tuesday, March 10, 2009",2009-03-11T00:00,3,10,2009,49.44,LGALOT,Credit Card,Transportation
"Tuesday, March 10, 2009",2009-03-11T00:00,3,10,2009,153.1,Macy's,Spending,Clothing
"Wednesday, March 11, 2009",2009-03-12T00:00,3,11,2009,9.97,Chipotle,Credit Card,Fast Food
"Wednesday, March 11, 2009",2009-03-12T00:00,3,11,2009,8.94,Five Guys,Spending,Fast Food
"Wednesday, March 11, 2009",2009-03-12T00:00,3,11,2009,37.51,Charleys Steakery Mcc,Spending,Restaurants
"Wednesday, March 11, 2009",2009-03-12T00:00,3,11,2009,16.77,IHOP,Spending,Restaurants
"Wednesday, March 11, 2009",2009-03-12T00:00,3,11,2009,50.19,COMEDY CLUB OF SANJOSE,Credit Card,Entertainment
"Thursday, March 12, 2009",2009-03-13T00:00,3,12,2009,89.39,WM SUPERCENTER,Credit Card,Shopping
"Thursday, March 12, 2009",2009-03-13T00:00,3,12,2009,11.17,METROPOLE RESTAURANT,Credit Card,Restaurants
"Thursday, March 12, 2009",2009-03-13T00:00,3,12,2009,50.77,BILL PAY DOMINION PWR ON-LINE xxxxxxxx22222 ON 03-12,Bill Pay,Electricity
"Thursday, March 12, 2009",2009-03-13T00:00,3,12,2009,283.37,AMERICAN AI,Spending,Air Travel
"Thursday, March 12, 2009",2009-03-13T00:00,3,12,2009,25,AMERICAN AI,Spending,Air Travel
"Friday, March 13, 2009",2009-03-14T00:00,3,13,2009,74.43,Safeway,Credit Card,Groceries
"Friday, March 13, 2009",2009-03-14T00:00,3,13,2009,21.49,UBER,Credit Card,Transportation
"Friday, March 13, 2009",2009-03-14T00:00,3,13,2009,8.42,7-ELEVEN,Credit Card,Fast Food
"Friday, March 13, 2009",2009-03-14T00:00,3,13,2009,25.77,ROCKY MTN PIZZA CO.,Credit Card,Restaurants
"Friday, March 13, 2009",2009-03-14T00:00,3,13,2009,34.89,SUNOCO 98765432,Checking,Gas & Fuel
"Saturday, March 14, 2009",2009-03-15T00:00,3,14,2009,19.97,Fosters Restaurant Mcc,Spending,Restaurants
"Saturday, March 14, 2009",2009-03-15T00:00,3,14,2009,25.62,SQ *PHILLY CHEESESTEAK,Credit Card,Restaurants
"Saturday, March 14, 2009",2009-03-15T00:00,3,14,2009,8.98,Domino's Pizza,Spending,Fast Food
"Saturday, March 14, 2009",2009-03-15T00:00,3,14,2009,60.18,AMAZON MKTPLACE PMTS AMZN.COM,Credit Card,Shopping
"Saturday, March 14, 2009",2009-03-15T00:00,3,14,2009,16.86,Kroger,Spending,Groceries
"Sunday, March 15, 2009",2009-03-16T00:00,3,15,2009,12.99,CACTUS CAFE BR3,Credit Card,Restaurants
"Sunday, March 15, 2009",2009-03-16T00:00,3,15,2009,14.61,SHOPPERS FOOD WAREH,CREDIT CARD,Groceries
"Sunday, March 15, 2009",2009-03-16T00:00,3,15,2009,27.02,Sbarro,Spending,Restaurants
"Sunday, March 15, 2009",2009-03-16T00:00,3,15,2009,9.54,Cosmic Deli Corp,Spending,Restaurants
"Sunday, March 15, 2009",2009-03-16T00:00,3,15,2009,10.7,Cosmic Deli Corp,Spending,Restaurants
"Monday, March 16, 2009",2009-03-17T00:00,3,16,2009,8.29,CACTUS CAFE BR3,Credit Card,Restaurants
"Monday, March 16, 2009",2009-03-17T00:00,3,16,2009,8.82,Jerry Subs Piz,Spending,Fast Food
"Monday, March 16, 2009",2009-03-17T00:00,3,16,2009,16.15,PAPA JOHN'S,Credit Card,Fast Food
"Monday, March 16, 2009",2009-03-17T00:00,3,16,2009,43.44,SHOPRITE,CREDIT CARD,Groceries
"Monday, March 16, 2009",2009-03-17T00:00,3,16,2009,12.28,CACTUS CAFE BR3,Credit Card,Restaurants
"Tuesday, March 17, 2009",2009-03-18T00:00,3,17,2009,17.8,Honeybaked Ham Mcc,Spending,Restaurants
"Tuesday, March 17, 2009",2009-03-18T00:00,3,17,2009,25.7,SQ *PHILLY CHEESESTEAK,Credit Card,Restaurants
"Tuesday, March 17, 2009",2009-03-18T00:00,3,17,2009,47.71,Natural Nails Salo,Bill Pay,Spa & Massage
"Tuesday, March 17, 2009",2009-03-18T00:00,3,17,2009,11.3,Wal-Mart,Spending,Shopping
"Tuesday, March 17, 2009",2009-03-18T00:00,3,17,2009,25.69,American Deli Mcc,Spending,Restaurants
"Wednesday, March 18, 2009",2009-03-19T00:00,3,18,2009,11.32,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, March 18, 2009",2009-03-19T00:00,3,18,2009,64.14,JAMIESON RANCH VINEYARDS AMERICAN CANYCA,Credit Card,Entertainment
"Wednesday, March 18, 2009",2009-03-19T00:00,3,18,2009,8.21,CACTUS CAFE BR3,Credit Card,Restaurants
"Wednesday, March 18, 2009",2009-03-19T00:00,3,18,2009,432.09,Macy's,Credit Card,Clothing
"Wednesday, March 18, 2009",2009-03-19T00:00,3,18,2009,24.73,Wal-Mart,Bill Pay,Groceries
"Thursday, March 19, 2009",2009-03-20T00:00,3,19,2009,17.16,UBER,Credit Card,Transportation
"Thursday, March 19, 2009",2009-03-20T00:00,3,19,2009,10.95,CHIPOTLE,Credit Card,Fast Food
"Thursday, March 19, 2009",2009-03-20T00:00,3,19,2009,19.39,Uber Technologies Inc,Credit Card,Transportation
"Thursday, March 19, 2009",2009-03-20T00:00,3,19,2009,20.41,Flipdaddy Mason Mcc,Bill Pay,Restaurants
"Thursday, March 19, 2009",2009-03-20T00:00,3,19,2009,90.71,PLATED,CREDIT CARD,Groceries
"Friday, March 20, 2009",2009-03-21T00:00,3,20,2009,13.51,SQ *DANVILLE OLD TOWNE BA,Credit Card,Fast Food
